loss,val_loss,learning rate
1.378076434135437,0.9502907991409302,0.0003
0.8958825469017029,0.6823079586029053,0.0003
0.7452120780944824,0.6461960077285767,0.0003
0.6963428854942322,0.6439999341964722,0.0003
0.679013729095459,0.6309899687767029,0.0003
0.6648238897323608,0.6175459623336792,0.0003
0.6568135619163513,0.6060113906860352,0.0003
0.6353043913841248,0.5826560854911804,0.0003
0.6112688779830933,0.5530756711959839,0.0003
0.568333625793457,0.4821755290031433,0.0003
0.48006606101989746,0.397186279296875,0.0003
0.46865811944007874,0.37919384241104126,0.0003
0.4170858561992645,0.3544890880584717,0.0003
0.3869439959526062,0.33061355352401733,0.0003
0.3631153702735901,0.3308325409889221,0.0003
0.35823264718055725,0.31869006156921387,0.0003
0.341776579618454,0.2944347858428955,0.0003
0.3203941881656647,0.28420981764793396,0.0003
0.3368600308895111,0.2881961464881897,0.0003
0.3325510323047638,0.30413350462913513,0.0003
0.3150024116039276,0.2689987123012543,0.0003
0.30535200238227844,0.28761908411979675,0.0003
0.2971442639827728,0.2620885372161865,0.0003
0.29232364892959595,0.26127028465270996,0.0003
0.2867286205291748,0.2506747841835022,0.0003
0.2798893451690674,0.24628309905529022,0.0003
0.278823584318161,0.24606019258499146,0.0003
0.27767854928970337,0.2411004602909088,0.0003
0.269471138715744,0.23634836077690125,0.0003
0.267429918050766,0.24137946963310242,0.0003
0.2657432556152344,0.23493975400924683,0.0003
0.26232650876045227,0.2420041710138321,0.0003
0.25322362780570984,0.2299061417579651,0.0003
0.24805323779582977,0.22424526512622833,0.0003
0.24915826320648193,0.23426075279712677,0.0003
0.2524465322494507,0.2351408153772354,0.0003
0.24179449677467346,0.2193221002817154,0.0003
0.24201583862304688,0.21919001638889313,0.0003
0.24048708379268646,0.225484699010849,0.0003
0.23804260790348053,0.21959377825260162,0.0003
0.23362258076667786,0.2344907969236374,0.0003
0.23044119775295258,0.2104325145483017,0.0003
0.2298070341348648,0.21089541912078857,0.0003
0.22910535335540771,0.20736218988895416,0.0003
0.22222712635993958,0.20549644529819489,0.0003
0.2226615697145462,0.20808584988117218,0.0003
0.23824304342269897,0.2166764885187149,0.0003
0.25899672508239746,0.2868043780326843,0.0003
0.25828173756599426,0.22266225516796112,0.0003
0.22581660747528076,0.2052687257528305,0.0003
0.22352975606918335,0.20916517078876495,0.0003
0.2214626520872116,0.21078157424926758,0.0003
0.2154330462217331,0.20860230922698975,0.0003
0.21747377514839172,0.19924798607826233,0.0003
0.21518343687057495,0.19770890474319458,0.0003
0.2115585207939148,0.19787444174289703,0.0003
0.2105088084936142,0.19785401225090027,0.0003
0.21058587729930878,0.19719670712947845,0.0003
0.2096385806798935,0.1947517693042755,0.0003
0.2066977620124817,0.19341890513896942,0.0003
0.20664699375629425,0.19302287697792053,0.0003
0.21074506640434265,0.20140273869037628,0.0003
0.2115325927734375,0.19675150513648987,0.0003
0.20709450542926788,0.1920679360628128,0.0003
0.2025105357170105,0.19083985686302185,0.0003
0.20717409253120422,0.19194349646568298,0.0003
0.20075245201587677,0.20341408252716064,0.0003
0.20123043656349182,0.1949928253889084,0.0003
0.20359456539154053,0.20147278904914856,0.0003
0.20690052211284637,0.19166328012943268,0.0003
0.20303700864315033,0.19307923316955566,0.0003
0.1963520646095276,0.18720902502536774,0.0003
0.20110590755939484,0.20683366060256958,0.0003
0.2005760818719864,0.1893082708120346,0.0003
0.19639304280281067,0.1907115876674652,0.0003
0.19479969143867493,0.2018347531557083,0.0003
0.1968250572681427,0.18485519289970398,0.0003
0.19446009397506714,0.18944202363491058,0.0003
0.19394424557685852,0.18454402685165405,0.0003
0.19096587598323822,0.18452847003936768,0.0003
0.19235536456108093,0.1914084404706955,0.0003
0.19218622148036957,0.19178612530231476,0.0003
0.19577506184577942,0.19158752262592316,0.0003
0.19221992790699005,0.1818624883890152,0.0003
0.19328773021697998,0.1989000141620636,0.0003
0.20219185948371887,0.1839001327753067,0.0003
