image,Prediction v. GT Intersection over Union,false positive,true positive,false negative,precision,recall,accuracy,f1 score,n_true,n_pred,mean_true_score,mean_matched_score,panoptic_quality
iGFP-PF6-1_2.tif,0.8600130284225324,19,178,3,0.9035532994923858,0.9834254143646409,0.89,0.9417989417989417,181,197,0.842346697222462,0.8565435516700316,0.806691810567543
piGFP.tif,0.8414420721036052,18,245,13,0.9315589353612167,0.9496124031007752,0.8876811594202898,0.9404990403071017,258,263,0.8117627284323522,0.8548358527981506,0.8039722991767634
